Date,Settlement_Period,Generator_Name,Generator_Full_Name,BOA_Volume
2021-04-04,44,DOREW-2,Dorenell 2,-81
2021-04-04,44,DRSLW-1,Dersalloch,-68
2021-04-04,44,EWHLW-1,Ewe Hill,-32.016
2021-04-04,44,FAARW-2,Farr 2,-45
2021-04-04,44,GLWSW-1,Galawhistle,-55
2021-04-04,44,GORDW-1,Gordonbush,-70
2021-04-04,44,GRIFW-1,Griffin 1,-76.934
2021-04-04,44,HRHLW-1,Hare Hill Ext,-27
2021-04-04,44,HRSTW-1,Harestanes,-109.116
2021-04-04,44,KILBW-1,Kilbraur,-60
2021-04-04,44,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-04,44,MILWW-1,Millennium,-40.85
2021-04-04,44,STRNW-1,Strathy North,-67
2021-04-04,44,WDNSO-1,West of Duddon Sands 1,-52.25
2021-04-04,45,ABRTW-1,Auchrobert,-36
2021-04-04,45,ARCHW-1,Arecleoch,-111.016
2021-04-04,45,ASLVW-1,Assel Valley,-25
2021-04-04,45,BABAW-1,Baillie,-52
2021-04-04,45,BHLAW-1,Bhlaraidh,-103.016
2021-04-04,45,BLLA-1,Black Law,-89.216
2021-04-04,45,BLLA-2,Black Law Ext 1,-48
2021-04-04,45,BRDUW-1,Braes of Doune,-57
2021-04-04,45,CLDRW-1,Clashindarroch,-28
2021-04-04,45,CRMLW-1,Corriemoillie,-41.5
2021-04-04,45,DOREW-1,Dorenell 1,-96
2021-04-04,45,DOREW-2,Dorenell 2,-81
2021-04-04,45,DRSLW-1,Dersalloch,-68
2021-04-04,45,EWHLW-1,Ewe Hill,-31.016
2021-04-04,45,FAARW-2,Farr 2,-43
2021-04-04,45,GLWSW-1,Galawhistle,-55
2021-04-04,45,GORDW-1,Gordonbush,-69.984
2021-04-04,45,GRIFW-1,Griffin 1,-73.934
2021-04-04,45,HRHLW-1,Hare Hill Ext,-28
2021-04-04,45,HRSTW-1,Harestanes,-109.984
2021-04-04,45,KILBW-1,Kilbraur,-60
2021-04-04,45,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-04,45,MILWW-1,Millennium,-56.5
2021-04-04,45,STRNW-1,Strathy North,-67
2021-04-04,45,WDNSO-1,West of Duddon Sands 1,-59
2021-04-04,46,ABRTW-1,Auchrobert,-36
2021-04-04,46,ARCHW-1,Arecleoch,-87.934
2021-04-04,46,ASLVW-1,Assel Valley,-25
2021-04-04,46,BABAW-1,Baillie,-52
2021-04-04,46,BHLAW-1,Bhlaraidh,-105.016
2021-04-04,46,BLLA-1,Black Law,-75.234
2021-04-04,46,BLLA-2,Black Law Ext 1,-14.116
2021-04-04,46,BRDUW-1,Braes of Doune,-56
2021-04-04,46,CLDRW-1,Clashindarroch,-28
2021-04-04,46,CRMLW-1,Corriemoillie,-42.5
2021-04-04,46,DOREW-1,Dorenell 1,-67.2
2021-04-04,46,DOREW-2,Dorenell 2,-55.35
2021-04-04,46,DRSLW-1,Dersalloch,-28.334
2021-04-04,46,EWHLW-1,Ewe Hill,-9.016
2021-04-04,46,FAARW-2,Farr 2,-43
2021-04-04,46,GLWSW-1,Galawhistle,-18.334
2021-04-04,46,GORDW-1,Gordonbush,-70
2021-04-04,46,GRIFW-1,Griffin 1,-69.95
2021-04-04,46,HRHLW-1,Hare Hill Ext,-28.984
2021-04-04,46,HRSTW-1,Harestanes,-110.984
2021-04-04,46,KILBW-1,Kilbraur,-60
2021-04-04,46,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-191.9
2021-04-04,46,MILWW-1,Millennium,-55.5
2021-04-04,46,STRNW-1,Strathy North,-67
2021-04-04,46,WDNSO-1,West of Duddon Sands 1,-60
2021-04-04,47,ABRTW-1,Auchrobert,-36
2021-04-04,47,ASLVW-1,Assel Valley,-25
2021-04-04,47,BABAW-1,Baillie,-6.066
2021-04-04,47,BHLAW-1,Bhlaraidh,-106
2021-04-04,47,BLLA-1,Black Law,-77.95
2021-04-04,47,BRDUW-1,Braes of Doune,-57
2021-04-04,47,CLDRW-1,Clashindarroch,-29
2021-04-04,47,CRMLW-1,Corriemoillie,-41.5
2021-04-04,47,FAARW-2,Farr 2,-43
2021-04-04,47,GORDW-1,Gordonbush,-70
2021-04-04,47,GRIFW-1,Griffin 1,-66.966
2021-04-04,47,GYMRO-15,Gwynt y Mor 15,-6.45
2021-04-04,47,HRHLW-1,Hare Hill Ext,-29
2021-04-04,47,HRSTW-1,Harestanes,-72.7
2021-04-04,47,KILBW-1,Kilbraur,-64.5
2021-04-04,47,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-114
2021-04-04,47,MILWW-1,Millennium,-65
2021-04-04,47,STRNW-1,Strathy North,-67
2021-04-04,47,WDNSO-1,West of Duddon Sands 1,-65
2021-04-04,48,ABRTW-1,Auchrobert,-36
2021-04-04,48,ASLVW-1,Assel Valley,-25
2021-04-04,48,BHLAW-1,Bhlaraidh,-106
2021-04-04,48,BLLA-1,Black Law,-80.95
2021-04-04,48,BRDUW-1,Braes of Doune,-57
2021-04-04,48,CLDRW-1,Clashindarroch,-29
2021-04-04,48,CRMLW-1,Corriemoillie,-42
2021-04-04,48,FAARW-2,Farr 2,-45
2021-04-04,48,GORDW-1,Gordonbush,-70
2021-04-04,48,GRIFW-1,Griffin 1,-64.95
2021-04-04,48,GYMRO-15,Gwynt y Mor 15,-50.334
2021-04-04,48,HOWAO-1,Hornsea A1,-4.5
2021-04-04,48,HRHLW-1,Hare Hill Ext,-29
2021-04-04,48,KILBW-1,Kilbraur,-63.5
2021-04-04,48,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-153.9
2021-04-04,48,MILWW-1,Millennium,-65
2021-04-04,48,STRNW-1,Strathy North,-67
2021-04-04,48,WDNSO-1,West of Duddon Sands 1,-91.5
2021-04-05,1,ABRTW-1,Auchrobert,-36
2021-04-05,1,ARCHW-1,Arecleoch,-102.866
2021-04-05,1,ASLVW-1,Assel Valley,-25
2021-04-05,1,BHLAW-1,Bhlaraidh,-106
2021-04-05,1,BLLA-1,Black Law,-85.916
2021-04-05,1,BRDUW-1,Braes of Doune,-57
2021-04-05,1,CLDRW-1,Clashindarroch,-29
2021-04-05,1,CRMLW-1,Corriemoillie,-42
2021-04-05,1,FAARW-2,Farr 2,-44
2021-04-05,1,GORDW-1,Gordonbush,-69.984
2021-04-05,1,GRIFW-1,Griffin 1,-61.95
2021-04-05,1,GYMRO-15,Gwynt y Mor 15,-66
2021-04-05,1,HOWAO-1,Hornsea A1,-66.166
2021-04-05,1,HRHLW-1,Hare Hill Ext,-26.05
2021-04-05,1,HRSTW-1,Harestanes,-26.366
2021-04-05,1,KILBW-1,Kilbraur,-61
2021-04-05,1,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,1,MILWW-1,Millennium,-65
2021-04-05,1,STRNW-1,Strathy North,-67
2021-04-05,1,WDNSO-1,West of Duddon Sands 1,-123.834
2021-04-05,2,ABRTW-1,Auchrobert,-36
2021-04-05,2,ARCHW-1,Arecleoch,-112
2021-04-05,2,ASLVW-1,Assel Valley,-25
2021-04-05,2,BHLAW-1,Bhlaraidh,-106
2021-04-05,2,BLLA-1,Black Law,-77.15
2021-04-05,2,BRDUW-1,Braes of Doune,-57
2021-04-05,2,CLDRW-1,Clashindarroch,-29
2021-04-05,2,CRMLW-1,Corriemoillie,-41.5
2021-04-05,2,FAARW-2,Farr 2,-44
2021-04-05,2,GORDW-1,Gordonbush,-70
2021-04-05,2,GRIFW-1,Griffin 1,-58
2021-04-05,2,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,2,HOWAO-1,Hornsea A1,-70
2021-04-05,2,HRHLW-1,Hare Hill Ext,-24.034
2021-04-05,2,HRSTW-1,Harestanes,-113
2021-04-05,2,KILBW-1,Kilbraur,-57
2021-04-05,2,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,2,MILWW-1,Millennium,-64.5
2021-04-05,2,STRNW-1,Strathy North,-67
2021-04-05,2,WDNSO-1,West of Duddon Sands 1,-127
2021-04-05,3,ABRTW-1,Auchrobert,-36
2021-04-05,3,ARCHW-1,Arecleoch,-100.2
2021-04-05,3,ASLVW-1,Assel Valley,-25
2021-04-05,3,BHLAW-1,Bhlaraidh,-106
2021-04-05,3,BLLA-1,Black Law,-67.216
2021-04-05,3,BRDUW-1,Braes of Doune,-56
2021-04-05,3,CLDRW-1,Clashindarroch,-29
2021-04-05,3,CRMLW-1,Corriemoillie,-40
2021-04-05,3,FAARW-2,Farr 2,-44
2021-04-05,3,GORDW-1,Gordonbush,-70
2021-04-05,3,GRIFW-1,Griffin 1,-60.034
2021-04-05,3,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,3,HOWAO-1,Hornsea A1,-70
2021-04-05,3,HRHLW-1,Hare Hill Ext,-23.016
2021-04-05,3,HRSTW-1,Harestanes,-110.05
2021-04-05,3,KILBW-1,Kilbraur,-53
2021-04-05,3,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,3,MILWW-1,Millennium,-63
2021-04-05,3,STRNW-1,Strathy North,-67
2021-04-05,3,WDNSO-1,West of Duddon Sands 1,-127
2021-04-05,4,ABRTW-1,Auchrobert,-35.5
2021-04-05,4,ARCHW-1,Arecleoch,-100
2021-04-05,4,ASLVW-1,Assel Valley,-25
2021-04-05,4,BHLAW-1,Bhlaraidh,-106
2021-04-05,4,BLLA-1,Black Law,-54.216
2021-04-05,4,BRDUW-1,Braes of Doune,-50
2021-04-05,4,CLDRW-1,Clashindarroch,-29
2021-04-05,4,CRMLW-1,Corriemoillie,-38
2021-04-05,4,FAARW-2,Farr 2,-36
2021-04-05,4,GORDW-1,Gordonbush,-70
2021-04-05,4,GRIFW-1,Griffin 1,-62.034
2021-04-05,4,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,4,HOWAO-1,Hornsea A1,-51.334
2021-04-05,4,HRHLW-1,Hare Hill Ext,-22.016
2021-04-05,4,HRSTW-1,Harestanes,-101.15
2021-04-05,4,KILBW-1,Kilbraur,-49.5
2021-04-05,4,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,4,MILWW-1,Millennium,-61.5
2021-04-05,4,STRNW-1,Strathy North,-67
2021-04-05,4,WDNSO-1,West of Duddon Sands 1,-127
2021-04-05,5,ABRTW-1,Auchrobert,-34
2021-04-05,5,ARCHW-1,Arecleoch,-100
2021-04-05,5,ASLVW-1,Assel Valley,-25
2021-04-05,5,BHLAW-1,Bhlaraidh,-106
2021-04-05,5,BLLA-1,Black Law,-51.05
2021-04-05,5,BRDUW-1,Braes of Doune,-42
2021-04-05,5,CLDRW-1,Clashindarroch,-28.5
2021-04-05,5,CRMLW-1,Corriemoillie,-35.5
2021-04-05,5,FAARW-2,Farr 2,-35
2021-04-05,5,GORDW-1,Gordonbush,-70
2021-04-05,5,GRIFW-1,Griffin 1,-64.034
2021-04-05,5,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,5,HOWAO-1,Hornsea A1,-17
2021-04-05,5,HRHLW-1,Hare Hill Ext,-8.416
2021-04-05,5,HRSTW-1,Harestanes,-3.284
2021-04-05,5,KILBW-1,Kilbraur,-47
2021-04-05,5,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-226.984
2021-04-05,5,MILWW-1,Millennium,-60
2021-04-05,5,STRNW-1,Strathy North,-67
2021-04-05,5,WDNSO-1,West of Duddon Sands 1,-102.666
2021-04-05,6,ABRTW-1,Auchrobert,-32
2021-04-05,6,ARCHW-1,Arecleoch,-100
2021-04-05,6,ASLVW-1,Assel Valley,-25
2021-04-05,6,BHLAW-1,Bhlaraidh,-105
2021-04-05,6,BLLA-1,Black Law,-29.366
2021-04-05,6,BRDUW-1,Braes of Doune,-43
2021-04-05,6,CLDRW-1,Clashindarroch,-29
2021-04-05,6,CRMLW-1,Corriemoillie,-32.5
2021-04-05,6,FAARW-2,Farr 2,-34
2021-04-05,6,GORDW-1,Gordonbush,-70
2021-04-05,6,GRIFW-1,Griffin 1,-66.016
2021-04-05,6,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,6,HOWAO-1,Hornsea A1,-17
2021-04-05,6,KILBW-1,Kilbraur,-45
2021-04-05,6,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-227.984
2021-04-05,6,MILWW-1,Millennium,-58.5
2021-04-05,6,STRNW-1,Strathy North,-67
2021-04-05,6,WDNSO-1,West of Duddon Sands 1,-85
2021-04-05,7,ABRTW-1,Auchrobert,-27
2021-04-05,7,ARCHW-1,Arecleoch,-100
2021-04-05,7,ASLVW-1,Assel Valley,-25
2021-04-05,7,BHLAW-1,Bhlaraidh,-104.984
2021-04-05,7,BLLA-1,Black Law,-30.966
2021-04-05,7,BRDUW-1,Braes of Doune,-2.25
2021-04-05,7,CLDRW-1,Clashindarroch,-28.5
2021-04-05,7,CRMLW-1,Corriemoillie,-29.5
2021-04-05,7,FAARW-2,Farr 2,-32
2021-04-05,7,GORDW-1,Gordonbush,-70
2021-04-05,7,GRIFW-1,Griffin 1,-67.016
2021-04-05,7,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,7,HOWAO-1,Hornsea A1,-17
2021-04-05,7,KILBW-1,Kilbraur,-43.5
2021-04-05,7,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,7,MILWW-1,Millennium,-43
2021-04-05,7,STRNW-1,Strathy North,-67
2021-04-05,7,WDNSO-1,West of Duddon Sands 1,-88.834
2021-04-05,8,ABRTW-1,Auchrobert,-25
2021-04-05,8,ARCHW-1,Arecleoch,-94.1
2021-04-05,8,ASLVW-1,Assel Valley,-25
2021-04-05,8,BHLAW-1,Bhlaraidh,-102.966
2021-04-05,8,BLLA-1,Black Law,-32.966
2021-04-05,8,CLDRW-1,Clashindarroch,-27.5
2021-04-05,8,CRMLW-1,Corriemoillie,-26.5
2021-04-05,8,FAARW-2,Farr 2,-31
2021-04-05,8,GORDW-1,Gordonbush,-70
2021-04-05,8,GRIFW-1,Griffin 1,-67.984
2021-04-05,8,GYMRO-15,Gwynt y Mor 15,-67
2021-04-05,8,HOWAO-1,Hornsea A1,-32.25
2021-04-05,8,KILBW-1,Kilbraur,-42.5
2021-04-05,8,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,8,MILWW-1,Millennium,-41
2021-04-05,8,STRNW-1,Strathy North,-67
2021-04-05,8,WDNSO-1,West of Duddon Sands 1,-95
2021-04-05,9,ABRTW-1,Auchrobert,-23.5
2021-04-05,9,ARCHW-1,Arecleoch,-99.9
2021-04-05,9,ASLVW-1,Assel Valley,-24
2021-04-05,9,BHLAW-1,Bhlaraidh,-100.966
2021-04-05,9,BLLA-1,Black Law,-27.1
2021-04-05,9,CLDRW-1,Clashindarroch,-28
2021-04-05,9,CRMLW-1,Corriemoillie,-24.5
2021-04-05,9,FAARW-2,Farr 2,-30
2021-04-05,9,GORDW-1,Gordonbush,-70
2021-04-05,9,GRIFW-1,Griffin 1,-67.984
2021-04-05,9,GYMRO-15,Gwynt y Mor 15,-69.834
2021-04-05,9,HOWAO-1,Hornsea A1,-37.584
2021-04-05,9,KILBW-1,Kilbraur,-43.5
2021-04-05,9,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,9,MILWW-1,Millennium,-38
2021-04-05,9,STRNW-1,Strathy North,-67
2021-04-05,9,WDNSO-1,West of Duddon Sands 1,-100.25
2021-04-05,10,ABRTW-1,Auchrobert,-23
2021-04-05,10,AKGLW-2,Aikengall 2,-12.956
2021-04-05,10,ARCHW-1,Arecleoch,-100
2021-04-05,10,ASLVW-1,Assel Valley,-22.5
2021-04-05,10,BHLAW-1,Bhlaraidh,-98.984
2021-04-05,10,BLLA-1,Black Law,-22.084
2021-04-05,10,CLDRW-1,Clashindarroch,-28
2021-04-05,10,CRMLW-1,Corriemoillie,-23.5
2021-04-05,10,FAARW-2,Farr 2,-29
2021-04-05,10,GORDW-1,Gordonbush,-69.984
2021-04-05,10,GRIFW-1,Griffin 1,-66.984
2021-04-05,10,GRIFW-2,Griffin 2,-19.934
2021-04-05,10,GYMRO-15,Gwynt y Mor 15,-76
2021-04-05,10,HOWAO-1,Hornsea A1,-40
2021-04-05,10,KILBW-1,Kilbraur,-46
2021-04-05,10,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,10,MILWW-1,Millennium,-34.5
2021-04-05,10,STRNW-1,Strathy North,-67
2021-04-05,10,WDNSO-1,West of Duddon Sands 1,-112
2021-04-05,10,WHILW-1,Whitelee 1,-48.3
2021-04-05,11,ABRTW-1,Auchrobert,-18.5
2021-04-05,11,AKGLW-2,Aikengall 2,-54
2021-04-05,11,ARCHW-1,Arecleoch,-94.1
2021-04-05,11,ASLVW-1,Assel Valley,-22.5
2021-04-05,11,BHLAW-1,Bhlaraidh,-98
2021-04-05,11,BLLA-1,Black Law,-10.766
2021-04-05,11,CLDRW-1,Clashindarroch,-28
2021-04-05,11,CRMLW-1,Corriemoillie,-12.152
2021-04-05,11,FAARW-2,Farr 2,-28
2021-04-05,11,GORDW-1,Gordonbush,-69.984
2021-04-05,11,GRIFW-1,Griffin 1,-65.966
2021-04-05,11,GRIFW-2,Griffin 2,-55.966
2021-04-05,11,GYMRO-15,Gwynt y Mor 15,-75
2021-04-05,11,HOWAO-1,Hornsea A1,-40
2021-04-05,11,KILBW-1,Kilbraur,-48.5
2021-04-05,11,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,11,MILWW-1,Millennium,-27
2021-04-05,11,STRNW-1,Strathy North,-32.384
2021-04-05,11,WDNSO-1,West of Duddon Sands 1,-112
2021-04-05,11,WHILW-1,Whitelee 1,-112.234
2021-04-05,12,ABRTW-1,Auchrobert,-9
2021-04-05,12,AKGLW-2,Aikengall 2,-52.5
2021-04-05,12,ARCHW-1,Arecleoch,-25.234
2021-04-05,12,ASLVW-1,Assel Valley,-14.3
2021-04-05,12,BHLAW-1,Bhlaraidh,-89.834
2021-04-05,12,CLDRW-1,Clashindarroch,-29
2021-04-05,12,FAARW-2,Farr 2,-31
2021-04-05,12,GORDW-1,Gordonbush,-15.166
2021-04-05,12,GRIFW-1,Griffin 1,-41.6
2021-04-05,12,GRIFW-2,Griffin 2,-53.1
2021-04-05,12,GYMRO-15,Gwynt y Mor 15,-71.028
2021-04-05,12,HOWAO-1,Hornsea A1,-40
2021-04-05,12,KILBW-1,Kilbraur,-51
2021-04-05,12,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-228
2021-04-05,12,MILWW-1,Millennium,-19.094
2021-04-05,12,WDNSO-1,West of Duddon Sands 1,-112
2021-04-05,12,WHILW-1,Whitelee 1,-43.8
2021-04-05,13,AKGLW-2,Aikengall 2,-13.866
2021-04-05,13,CLDRW-1,Clashindarroch,-1.45
2021-04-05,13,FAARW-2,Farr 2,-4.65
2021-04-05,13,GYMRO-15,Gwynt y Mor 15,-25.084
2021-04-05,13,HOWAO-1,Hornsea A1,-26
2021-04-05,13,KILBW-1,Kilbraur,-0.868
2021-04-05,13,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-211.034
2021-04-05,13,WDNSO-1,West of Duddon Sands 1,-102.75
2021-04-05,14,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-16.566
2021-04-05,14,WDNSO-1,West of Duddon Sands 1,-97
2021-04-05,15,GYMRO-28,Gwynt y Mor 28,-4.316
2021-04-05,15,WDNSO-1,West of Duddon Sands 1,-97
2021-04-05,16,GYMRO-28,Gwynt y Mor 28,-81.334
2021-04-05,16,WDNSO-1,West of Duddon Sands 1,-52.134
2021-04-05,17,GYMRO-28,Gwynt y Mor 28,-87
2021-04-05,17,WDNSO-1,West of Duddon Sands 1,-87
2021-04-05,18,CLDRW-1,Clashindarroch,-4.05
2021-04-05,18,GYMRO-28,Gwynt y Mor 28,-87
2021-04-05,18,STRNW-1,Strathy North,-9.9
2021-04-05,18,WDNSO-1,West of Duddon Sands 1,-84
2021-04-05,19,BABAW-1,Baillie,-16.25
2021-04-05,19,BRYBW-1,Berry Burn,-17.5
2021-04-05,19,CLDRW-1,Clashindarroch,-27
2021-04-05,19,GYMRO-28,Gwynt y Mor 28,-60.2
2021-04-05,19,STRNW-1,Strathy North,-54
2021-04-05,19,WDNSO-1,West of Duddon Sands 1,-88
2021-04-05,20,BABAW-1,Baillie,-38
2021-04-05,20,BRYBW-1,Berry Burn,-49
2021-04-05,20,CLDRW-1,Clashindarroch,-27
2021-04-05,20,GYMRO-15,Gwynt y Mor 15,-16.534
2021-04-05,20,STRNW-1,Strathy North,-54
2021-04-05,20,WDNSO-1,West of Duddon Sands 1,-182
2021-04-05,21,BABAW-1,Baillie,-38
2021-04-05,21,BETHW-1,Beinn Tharsuinn,-25.566
2021-04-05,21,BRYBW-1,Berry Burn,-49
2021-04-05,21,CLDRW-1,Clashindarroch,-27
2021-04-05,21,GYMRO-15,Gwynt y Mor 15,-31
2021-04-05,21,KILBW-1,Kilbraur,-50.666
2021-04-05,21,STRNW-1,Strathy North,-54
2021-04-05,21,WDNSO-1,West of Duddon Sands 1,-161
2021-04-05,22,BABAW-1,Baillie,-39
2021-04-05,22,BETHW-1,Beinn Tharsuinn,-26
2021-04-05,22,BHLAW-1,Bhlaraidh,-55.9
2021-04-05,22,BRYBW-1,Berry Burn,-50
2021-04-05,22,CLDRW-1,Clashindarroch,-27
2021-04-05,22,DNLWW-1,Dun Law,-1.2
2021-04-05,22,GRIFW-1,Griffin 1,-30.666
2021-04-05,22,GYMRO-15,Gwynt y Mor 15,-29
2021-04-05,22,HOWAO-1,Hornsea A1,-70
2021-04-05,22,KILBW-1,Kilbraur,-54.5
2021-04-05,22,STRNW-1,Strathy North,-54
2021-04-05,22,TDBNW-1,Toddleburn,-0.316
2021-04-05,22,WDNSO-1,West of Duddon Sands 1,-140
2021-04-05,23,BABAW-1,Baillie,-40
2021-04-05,23,BETHW-1,Beinn Tharsuinn,-26
2021-04-05,23,BHLAW-1,Bhlaraidh,-86
2021-04-05,23,BRYBW-1,Berry Burn,-50
2021-04-05,23,CLDRW-1,Clashindarroch,-27
2021-04-05,23,DNLWW-1,Dun Law,-24
2021-04-05,23,GRIFW-1,Griffin 1,-79.984
2021-04-05,23,GYMRO-15,Gwynt y Mor 15,-27
2021-04-05,23,HOWAO-1,Hornsea A1,-100
2021-04-05,23,KILBW-1,Kilbraur,-58.5
2021-04-05,23,STRNW-1,Strathy North,-54
2021-04-05,23,TDBNW-1,Toddleburn,-19
2021-04-05,23,WDNSO-1,West of Duddon Sands 1,-141
2021-04-05,24,BABAW-1,Baillie,-40
2021-04-05,24,BETHW-1,Beinn Tharsuinn,-26.984
2021-04-05,24,BHLAW-1,Bhlaraidh,-86
2021-04-05,24,BRYBW-1,Berry Burn,-50
2021-04-05,24,CLDRW-1,Clashindarroch,-27
2021-04-05,24,DNLWW-1,Dun Law,-24
2021-04-05,24,GRIFW-1,Griffin 1,-79
2021-04-05,24,GYMRO-15,Gwynt y Mor 15,-20.834
2021-04-05,24,HOWAO-1,Hornsea A1,-87.5
2021-04-05,24,KILBW-1,Kilbraur,-50.5
2021-04-05,24,STRNW-1,Strathy North,-54
2021-04-05,24,TDBNW-1,Toddleburn,-19
2021-04-05,24,WDNSO-1,West of Duddon Sands 1,-142
2021-04-05,25,BABAW-1,Baillie,-40
2021-04-05,25,BETHW-1,Beinn Tharsuinn,-26.016
2021-04-05,25,BHLAW-1,Bhlaraidh,-86
2021-04-05,25,BRYBW-1,Berry Burn,-50
2021-04-05,25,CLDRW-1,Clashindarroch,-27
2021-04-05,25,DNLWW-1,Dun Law,-24
2021-04-05,25,GRIFW-1,Griffin 1,-79
2021-04-05,25,HOWAO-1,Hornsea A1,-50
2021-04-05,25,KILBW-1,Kilbraur,-51
2021-04-05,25,STRNW-1,Strathy North,-54
2021-04-05,25,TDBNW-1,Toddleburn,-19
2021-04-05,25,WDNSO-1,West of Duddon Sands 1,-136
2021-04-05,26,BABAW-1,Baillie,-40
2021-04-05,26,BETHW-1,Beinn Tharsuinn,-25.016
2021-04-05,26,BHLAW-1,Bhlaraidh,-86
2021-04-05,26,BRYBW-1,Berry Burn,-50
2021-04-05,26,CLDRW-1,Clashindarroch,-27
2021-04-05,26,DNLWW-1,Dun Law,-24
2021-04-05,26,GRIFW-1,Griffin 1,-79
2021-04-05,26,HOWAO-1,Hornsea A1,-18.726
2021-04-05,26,KILBW-1,Kilbraur,-51
2021-04-05,26,STRNW-1,Strathy North,-54
2021-04-05,26,TDBNW-1,Toddleburn,-19
2021-04-05,26,WDNSO-1,West of Duddon Sands 1,-129
2021-04-05,27,BABAW-1,Baillie,-40
2021-04-05,27,BETHW-1,Beinn Tharsuinn,-25
2021-04-05,27,BHLAW-1,Bhlaraidh,-86
2021-04-05,27,BRYBW-1,Berry Burn,-47
2021-04-05,27,CLDRW-1,Clashindarroch,-27
2021-04-05,27,DNLWW-1,Dun Law,-24
2021-04-05,27,GRIFW-1,Griffin 1,-78
2021-04-05,27,KILBW-1,Kilbraur,-51
2021-04-05,27,STRNW-1,Strathy North,-54
2021-04-05,27,TDBNW-1,Toddleburn,-19
2021-04-05,27,WDNSO-1,West of Duddon Sands 1,-140
2021-04-05,28,BABAW-1,Baillie,-41
2021-04-05,28,BETHW-1,Beinn Tharsuinn,-25
2021-04-05,28,BHLAW-1,Bhlaraidh,-86
2021-04-05,28,BRYBW-1,Berry Burn,-50
2021-04-05,28,CLDRW-1,Clashindarroch,-27
2021-04-05,28,DNLWW-1,Dun Law,-24
2021-04-05,28,GRIFW-1,Griffin 1,-78
2021-04-05,28,HOWAO-2,Hornsea A2,-48.652
2021-04-05,28,KILBW-1,Kilbraur,-51
2021-04-05,28,STRNW-1,Strathy North,-54
2021-04-05,28,TDBNW-1,Toddleburn,-20.516
2021-04-05,28,WDNSO-1,West of Duddon Sands 1,-151
2021-04-05,29,BABAW-1,Baillie,-41
2021-04-05,29,BETHW-1,Beinn Tharsuinn,-24.016
2021-04-05,29,BHLAW-1,Bhlaraidh,-86
2021-04-05,29,BRYBW-1,Berry Burn,-50
2021-04-05,29,CLDRW-1,Clashindarroch,-27
2021-04-05,29,DNLWW-1,Dun Law,-24
2021-04-05,29,GRIFW-1,Griffin 1,-78.016
2021-04-05,29,HOWAO-2,Hornsea A2,-97
2021-04-05,29,KILBW-1,Kilbraur,-51
2021-04-05,29,STRNW-1,Strathy North,-54
2021-04-05,29,TDBNW-1,Toddleburn,-26
2021-04-05,29,WDNSO-1,West of Duddon Sands 1,-158
2021-04-05,30,BABAW-1,Baillie,-41
2021-04-05,30,BETHW-1,Beinn Tharsuinn,-24
2021-04-05,30,BHLAW-1,Bhlaraidh,-86
2021-04-05,30,BRYBW-1,Berry Burn,-50
2021-04-05,30,CLDRW-1,Clashindarroch,-27
2021-04-05,30,DNLWW-1,Dun Law,-23.016
2021-04-05,30,GRIFW-1,Griffin 1,-76.984
2021-04-05,30,HOWAO-2,Hornsea A2,-86.75
2021-04-05,30,HRSTW-1,Harestanes,-16.334
2021-04-05,30,KILBW-1,Kilbraur,-51
2021-04-05,30,KLGLW-1,Kilgallioch (Arecleoch Phase 2),-35.6
2021-04-05,30,STRNW-1,Strathy North,-54
2021-04-05,30,TDBNW-1,Toddleburn,-25
2021-04-05,30,WDNSO-1,West of Duddon Sands 1,-165
2021-04-05,31,BABAW-1,Baillie,-41
2021-04-05,31,BETHW-1,Beinn Tharsuinn,-24
2021-04-05,31,BHLAW-1,Bhlaraidh,-85
2021-04-05,31,BRYBW-1,Berry Burn,-50
2021-04-05,31,CLDRW-1,Clashindarroch,-27
2021-04-05,31,DNLWW-1,Dun Law,-23.016
